# FPS: 240.0
Frame,Time(s),DisplacementX(px),DisplacementZ(px)
278,1.1583333,0.3428955,-2.5247803
279,1.1625,0.25872803,-2.5309296
280,1.1666666,0.18359375,-1.350357
281,1.1708333,-0.20007324,-0.05949402
282,1.175,0.109191895,1.5999298
283,1.1791667,0.02722168,2.9895172
284,1.1833333,-0.05895996,3.1891632
285,1.1875,-0.32330322,2.2119904
286,1.1916667,0.07165527,0.8209381
287,1.1958333,0.23236084,-0.6277771
288,1.2,0.26062012,-1.6729889
289,1.2041667,0.19866943,-2.4319916
290,1.2083334,0.2841797,-2.4275208
291,1.2125,0.026367188,-2.2113647
292,1.2166667,0.09588623,-2.2249756
293,1.2208333,0.1348877,-2.2263947
294,1.225,0.119628906,1.3994141
295,1.2291666,0.1472168,1.3847046
296,1.2333333,0.22363281,3.1979218
297,1.2375,0.23602295,2.129959
298,1.2416667,0.0670166,0.64398193
299,1.2458333,0.13684082,-0.70921326
300,1.25,0.39709473,-1.7634277
301,1.2541667,0.20245361,-2.42247
302,1.2583333,0.08807373,-2.445572
303,1.2625,-0.055847168,-2.2288666
304,1.2666667,-0.1126709,-1.2951813
305,1.2708334,-0.097595215,0.16246033
306,1.275,0.091674805,1.896347
307,1.2791667,-0.051574707,3.0745392
308,1.2833333,-0.11663818,2.1972504
309,1.2875,-0.11993408,2.1837006
310,1.2916666,-0.10522461,0.51756287
311,1.2958333,0.17663574,-0.9057007
312,1.3,0.08831787,-1.9391174
313,1.3041667,0.054992676,-2.3832245
314,1.3083333,0.10760498,-2.4336243
315,1.3125,0.13494873,-2.1385803
316,1.3166667,-0.090148926,-1.1486511
317,1.3208333,-0.27941895,0.34959412
318,1.325,-0.25109863,1.9556122
319,1.3291667,0.0036010742,2.9405365
320,1.3333334,-0.14837646,2.9876556
321,1.3375,0.0949707,0.45785522
322,1.3416667,0.23510742,0.46089172
323,1.3458333,0.1505127,-1.9326324
324,1.35,0.051940918,-1.9441681
325,1.3541666,0.3034668,-2.359436
326,1.3583333,0.20721436,-2.1398926
327,1.3625,0.21972656,-2.0962982
328,1.3666667,-0.061340332,-1.0359192
329,1.3708333,-0.1194458,0.45233154
330,1.375,0.0871582,2.0363312
331,1.3791667,0.022033691,3.034317
332,1.3833333,0.0647583,3.0384827
333,1.3875,-0.06958008,1.9262085
334,1.3916667,0.11883545,0.34657288
335,1.3958334,0.18829346,-0.9856415
336,1.4,0.16937256,-1.929596
337,1.4041667,0.015686035,-2.4198456
338,1.4083333,0.19403076,-2.459793
339,1.4125,0.005004883,-1.0327301
340,1.4166666,0.055847168,-1.0222015
341,1.4208333,-0.20935059,0.53445435
342,1.425,-0.31628418,2.118988
343,1.4291667,0.14855957,3.0585632
344,1.4333333,-0.016662598,3.059784
345,1.4375,0.046875,1.7409363
346,1.4416667,0.21862793,0.2910614
347,1.4458333,0.03869629,-1.1335602
348,1.45,-0.01171875,-1.9949493
349,1.4541667,0.23718262,-2.4027405
350,1.4583334,0.28771973,-2.4536285
351,1.4625,0.25146484,-2.4394684
352,1.4666667,0.10223389,-0.9512024
353,1.4708333,-0.103515625,0.54411316
354,1.475,-0.0770874,0.55307007
355,1.4791666,-0.099487305,3.114685
356,1.4833333,-0.08703613,3.1589355
357,1.4875,-0.16052246,1.8306885
358,1.4916667,0.38153076,0.17678833
359,1.4958333,0.3192749,-1.124588
360,1.5,0.09729004,-2.0382233
361,1.5041667,0.22302246,-2.4099274
362,1.5083333,-0.01361084,-2.4532623
363,1.5125,-0.078125,-2.0495605
364,1.5166667,0.024169922,-0.85931396
365,1.5208334,-0.04119873,0.6056824
366,1.525,-0.27642822,2.2181091
367,1.5291667,0.10559082,3.156845
368,1.5333333,0.13439941,3.0451355
369,1.5375,-0.38757324,1.6878204
370,1.5416666,-0.29626465,1.7179718
371,1.5458333,0.10418701,-1.2701263
372,1.55,-0.057128906,-2.1629639
373,1.5541667,0.29803467,-2.4916534
374,1.5583333,0.34472656,-2.5059052
375,1.5625,-0.05078125,-2.0562134
376,1.5666667,0.09857178,-0.79434204
377,1.5708333,-0.40966797,0.7443085
378,1.575,-0.53271484,2.2736053
379,1.5791667,-0.06549072,3.0297089
380,1.5833334,-0.005004883,2.9030762
381,1.5875,-0.22595215,1.5935364
382,1.5916667,-0.020202637,0.021560669
383,1.5958333,0.13153076,-0.014587402
384,1.6,0.21325684,-2.133484
385,1.6041666,0.23034668,-2.1397552
386,1.6083333,-0.07696533,-2.3751984
387,1.6125,-0.26428223,-1.9604187
388,1.6166667,-0.121154785,-0.80358887
389,1.6208333,-0.246521,0.868454
390,1.625,-0.45233154,2.3975067
391,1.6291667,0.073791504,3.1033173
392,1.6333333,-0.18829346,2.8595123
393,1.6375,-0.24023438,1.5885468
394,1.6416667,0.14361572,0.001083374
395,1.6458334,0.006225586,-1.1908417
396,1.65,0.058288574,-2.137497
397,1.6541667,0.086120605,-2.3970184
398,1.6583333,-0.06048584,-2.378006
399,1.6625,-0.05871582,-0.72927856
400,1.6666666,-0.07525635,-0.72813416
401,1.6708333,-0.23962402,2.338684
402,1.675,-0.2286377,2.3387146
403,1.6791667,-0.19256592,3.112915
404,1.6833333,-0.1953125,2.8045197
405,1.6875,-0.19140625,1.5994263
406,1.6916667,-0.2878418,0.09288025
407,1.6958333,0.21368408,-1.331665
408,1.7,0.2831421,-2.173935
409,1.7041667,0.16912842,-2.3812408
410,1.7083334,0.20050049,-2.3393402
411,1.7125,-0.31988525,-1.8159485
412,1.7166667,-0.07104492,-0.7515564
413,1.7208333,-0.25964355,0.97016907
414,1.725,-0.025268555,3.071228
415,1.7291666,-0.025268555,3.071228
416,1.7333333,0.061706543,1.3668671
417,1.7375,-0.120788574,1.3981934
418,1.7416667,-0.15283203,-0.12297058
419,1.7458333,0.19604492,-1.4393616
420,1.75,0.13067627,-2.2671509
421,1.7541667,0.23675537,-2.3782196
